"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.015546000E0,2.359858528E-2,-1.807441264E-1,1.895385794E-3,1.822880275E-1
2.025521000E0,1.320426725E-2,-1.914716065E-1,4.432844929E-3,1.919775479E-1
2.035497000E0,4.570402205E-3,-2.191741914E-1,9.047506377E-3,2.194084595E-1
2.045472000E0,-1.330819726E-2,-2.439770103E-1,1.251121424E-2,2.446598049E-1
2.055448000E0,-2.418544143E-2,-2.785654962E-1,1.064247545E-2,2.798158922E-1
2.065424000E0,-4.073991627E-2,-3.134275973E-1,8.159610443E-3,3.161695412E-1
2.075399000E0,-4.983936623E-2,-3.560282588E-1,6.204373203E-3,3.595533031E-1
2.085375167E0,-5.790048838E-2,-4.109040201E-1,2.351311967E-3,4.149700097E-1
2.095350167E0,-6.057120115E-2,-4.769167304E-1,-7.877456956E-4,4.807484360E-1
2.105326167E0,-6.442452967E-2,-5.553202033E-1,7.867151871E-4,5.590453176E-1
2.115301167E0,-6.473407894E-2,-6.289352775E-1,-4.314845428E-4,6.322580726E-1
2.125277167E0,-6.499081105E-2,-6.912527084E-1,8.612135425E-4,6.943017025E-1
2.135253167E0,-6.303940713E-2,-7.485947609E-1,-3.421478905E-3,7.512521477E-1
2.145228167E0,-5.511597171E-2,-7.876209021E-1,-4.284342751E-3,7.895586180E-1
2.155204167E0,-4.323779792E-2,-8.197247386E-1,-2.203213982E-3,8.208672295E-1
2.165179167E0,-2.787029371E-2,-8.520587087E-1,1.039717346E-3,8.525150305E-1
2.175155167E0,-1.217560191E-2,-8.685522676E-1,5.485530943E-3,8.686549245E-1
2.185130167E0,1.421699766E-3,-8.717283607E-1,6.713781506E-3,8.717553733E-1
2.195106167E0,1.693890989E-2,-8.602193594E-1,9.281200357E-3,8.604361764E-1
2.205081167E0,3.551925346E-2,-8.486963511E-1,8.663614281E-3,8.494834736E-1
2.215057167E0,5.288287625E-2,-8.377249241E-1,9.177726693E-3,8.394425994E-1
2.225033167E0,7.149916887E-2,-8.296360970E-1,1.002168190E-2,8.327716485E-1
2.235008167E0,8.744286001E-2,-8.352292180E-1,1.238530502E-2,8.398854066E-1
2.244984167E0,1.024005041E-1,-8.551768064E-1,1.088594459E-2,8.613545944E-1
2.254959167E0,1.146389917E-1,-8.761615753E-1,7.580971345E-3,8.836620822E-1
2.264935167E0,1.224082261E-1,-9.021095634E-1,6.538609974E-3,9.104000173E-1
2.274910167E0,1.284330785E-1,-9.293900728E-1,2.129347995E-3,9.382246518E-1
2.284886167E0,1.322126389E-1,-9.585615396E-1,2.119228244E-3,9.676388264E-1
2.294862167E0,1.327505559E-1,-9.898912907E-1,4.662051797E-4,9.987530700E-1
2.304837167E0,1.295824498E-1,-1.018830538E0,-5.689654499E-4,1.027038266E0
2.314813167E0,1.267803311E-1,-1.039037704E0,-4.536518827E-4,1.046743908E0
2.324788167E0,1.173399538E-1,-1.045167804E0,2.849199809E-3,1.051737857E0
2.334764167E0,1.097139195E-1,-1.041708708E0,4.339773208E-3,1.047479360E0
2.344739167E0,9.567773342E-2,-1.022474766E0,1.637463458E-3,1.026942821E0
2.354715167E0,8.620630205E-2,-9.975948930E-1,8.335245773E-3,1.001347379E0
2.364690167E0,7.260313630E-2,-9.654169679E-1,1.284184866E-2,9.682283049E-1
2.374666167E0,6.183150411E-2,-9.267821908E-1,1.431138162E-2,9.289527328E-1
2.384642167E0,4.495744780E-2,-8.869830966E-1,1.742674783E-2,8.882926755E-1
2.394617167E0,2.931655198E-2,-8.470481634E-1,1.998371445E-2,8.477908942E-1
2.404593167E0,1.730303094E-2,-8.114742041E-1,2.280879579E-2,8.119790760E-1
2.414568167E0,7.382016629E-3,-7.779804468E-1,2.445103228E-2,7.783995907E-1
2.424544167E0,-1.216079108E-2,-7.607074380E-1,2.127388120E-2,7.611020096E-1
2.434519167E0,-2.150864899E-2,-7.476002574E-1,1.878109574E-2,7.481453712E-1
2.444495167E0,-3.105368465E-2,-7.404866815E-1,1.590142027E-2,7.413081086E-1
2.454470167E0,-4.227041081E-2,-7.325034142E-1,1.302840374E-2,7.338377060E-1
2.464446167E0,-4.577113688E-2,-7.254319191E-1,1.001929678E-2,7.269435002E-1
2.474422167E0,-5.556213111E-2,-7.140689492E-1,6.919710897E-3,7.162607745E-1
2.484397167E0,-5.481698364E-2,-6.979386806E-1,3.018179908E-3,7.000945744E-1
2.494373167E0,-5.571562052E-2,-6.740814447E-1,1.006014645E-3,6.763808369E-1
2.504348167E0,-5.280371755E-2,-6.436979771E-1,-6.111431867E-5,6.458601412E-1
2.514324167E0,-4.840264097E-2,-6.022711396E-1,-1.541690435E-3,6.042149602E-1
2.524299167E0,-4.057214782E-2,-5.515091419E-1,-3.485797904E-3,5.530104733E-1
2.534275167E0,-3.230069205E-2,-4.937597811E-1,-5.204730667E-3,4.948425461E-1
2.544251167E0,-2.471228130E-2,-4.324985743E-1,-6.321393885E-3,4.332501282E-1
2.554226167E0,-1.610095054E-2,-3.643810153E-1,-9.063917212E-3,3.648491737E-1
2.564202167E0,-1.294040936E-3,-2.842569053E-1,-6.460677367E-3,2.843332607E-1
2.574177167E0,1.401667017E-2,-2.071058750E-1,4.261404276E-3,2.076233852E-1
2.584153167E0,2.447703481E-2,-1.518261135E-1,6.059303880E-3,1.539058450E-1
2.594128167E0,3.288260475E-2,-1.152192205E-1,5.290652625E-3,1.199363393E-1
2.604104167E0,4.325268790E-2,-8.202904463E-2,4.403552972E-3,9.283830272E-2
2.614079167E0,5.046466738E-2,-5.551879853E-2,2.985219471E-3,7.508615837E-2
2.624055167E0,4.997145012E-2,-2.647196501E-2,2.818772569E-3,5.662028115E-2
2.634031167E0,5.200345814E-2,6.706645712E-3,4.456214607E-3,5.262315654E-2
2.644006167E0,5.966830254E-2,2.469869703E-2,5.621347576E-3,6.482230720E-2
2.653982167E0,5.855194479E-2,4.311384261E-2,5.567090586E-3,7.292548362E-2
2.663957167E0,6.174054742E-2,6.143692881E-2,1.871688291E-3,8.712000134E-2
2.673933167E0,5.701679736E-2,8.747716248E-2,-2.562674694E-3,1.044496838E-1
2.683908167E0,5.080017820E-2,1.239688620E-1,-5.907338578E-3,1.341038161E-1
2.693884167E0,4.087679088E-2,1.792109162E-1,-4.930024967E-3,1.838797696E-1
2.703859167E0,3.567589819E-2,2.422519326E-1,-4.507913720E-3,2.449062879E-1
2.713835167E0,2.460159920E-2,3.032222390E-1,-6.903094240E-3,3.042969235E-1
2.723811167E0,1.574685425E-2,3.624474704E-1,-9.017111734E-3,3.629014199E-1
2.733786167E0,6.882129237E-3,4.185968637E-1,-1.010228414E-2,4.187753027E-1
2.743762167E0,-5.706898868E-3,4.796194732E-1,-1.418224629E-2,4.798630470E-1
2.753737167E0,-2.177878655E-2,5.402724743E-1,-1.219233312E-2,5.408486988E-1
2.763713167E0,-3.640247136E-2,5.916466713E-1,-1.217875164E-2,5.928905848E-1
2.773688167E0,-4.523956776E-2,6.342600584E-1,-1.134838630E-2,6.359726614E-1
2.783664167E0,-5.598302558E-2,6.615766287E-1,-8.946747519E-3,6.640013397E-1
2.793640167E0,-6.823136657E-2,6.767880321E-1,-1.106388681E-2,6.803087309E-1
2.803615167E0,-7.645601034E-2,6.879610419E-1,-1.238561422E-2,6.923072441E-1
2.813591167E0,-8.527450264E-2,6.941161752E-1,-1.255505439E-2,6.994473782E-1
2.823566167E0,-9.403870255E-2,7.044916153E-1,-1.212468743E-2,7.108436689E-1
2.833542167E0,-9.928657115E-2,7.155032158E-1,-1.000727434E-2,7.224284190E-1
2.843517167E0,-1.021087244E-1,7.232178450E-1,-1.007412001E-2,7.304599447E-1
2.853493167E0,-1.021574214E-1,7.330726981E-1,-9.213333018E-3,7.402138914E-1
2.863468167E0,-9.710566700E-2,7.467005849E-1,-8.263650350E-3,7.530335729E-1
2.873444167E0,-9.477476031E-2,7.733417153E-1,-8.269362152E-3,7.791713844E-1
2.883420167E0,-8.949850500E-2,8.060458302E-1,-9.848350659E-3,8.110590933E-1
2.893395167E0,-7.803796232E-2,8.431859612E-1,-3.612164408E-3,8.467972228E-1
2.903371167E0,-7.148233056E-2,8.849173784E-1,-2.499761991E-3,8.878033223E-1
2.913346167E0,-6.237999722E-2,9.234625697E-1,-1.996289007E-3,9.255692124E-1
2.923322167E0,-4.987352714E-2,9.519003630E-1,-1.365918666E-3,9.532069741E-1
2.933297167E0,-3.864432871E-2,9.781361818E-1,-2.110271249E-3,9.789015413E-1
2.943273167E0,-2.575303428E-2,9.917236567E-1,-1.383228693E-3,9.920589414E-1
2.953248167E0,-1.669738255E-2,9.997575283E-1,1.768290997E-3,9.998985173E-1
2.963224167E0,-8.459426463E-3,9.980927706E-1,3.417054191E-3,9.981344683E-1
